,Unnamed: 0,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,MasVnrArea,ExteriorQ,ExteriorC,BasementQ,BasementC,BasementEx,Basement1,BsmtFinSF1,Basement2,BsmtFinSF2,BsmtUnfSF,Heating,LowQualFinSF,GrLivArea,FullBath,HalfBath,Kitchen,TotRmsAbvGrd,Function,Fireplaces,FireplaceQ,Garage,GarageYrBlt,GarageCars,GarageArea,GarageQ,GarageC,WoodDeckSF,PoolArea,Pool,FenceType,MiscVal,SalePrice,HouseAge,Porch,TotalSF
872,872,74.0,8892,5,7,1953,0.0,4,3,3.0,3.0,3.0,1.0,0,1.0,0,105,4,0,910,1,0,4,5,8,0,4.0,1.0,1953.0,2,414,3.0,3.0,196,0,2.0,2.0,0,116000,58,1,1015
873,873,60.0,12144,5,7,1949,0.0,4,3,3.0,3.0,1.0,3.0,375,1.0,0,457,4,232,1268,1,0,3,6,8,1,4.0,1.0,1949.0,1,288,3.0,3.0,0,0,0.0,0.0,0,133000,62,1,1868
874,874,52.0,5720,5,6,1941,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,676,5,0,1131,1,1,3,5,8,0,4.0,1.0,1941.0,1,200,3.0,3.0,26,0,0.0,0.0,0,66500,70,0,1807
875,875,75.0,9000,8,5,2007,0.0,4,3,4.0,3.0,3.0,6.0,64,1.0,0,1120,5,0,2610,2,1,5,11,8,1,4.0,3.0,2007.0,2,550,3.0,3.0,208,0,0.0,0.0,0,303477,4,1,3794
876,876,94.0,25286,4,5,1963,0.0,3,3,3.0,3.0,4.0,5.0,633,1.0,0,431,4,0,1040,2,0,3,5,8,0,4.0,1.0,1963.0,2,648,3.0,3.0,0,0,0.0,0.0,0,132250,48,0,2104
877,877,74.0,8834,9,5,2004,216.0,4,3,5.0,3.0,1.0,6.0,1170,1.0,0,292,5,0,2224,3,1,5,10,8,1,4.0,1.0,2004.0,3,738,3.0,3.0,184,0,0.0,0.0,0,350000,7,0,3686
878,878,88.0,11782,5,7,1961,0.0,3,3,3.0,3.0,3.0,5.0,899,1.0,0,210,3,0,1155,2,0,4,6,6,0,4.0,1.0,1987.0,2,576,3.0,3.0,192,0,3.0,3.0,400,148000,50,0,2264
879,879,69.0,7000,5,8,1978,90.0,4,4,3.0,3.0,1.0,5.0,646,1.0,0,218,5,0,864,2,0,3,6,8,0,4.0,1.0,1978.0,1,336,3.0,3.0,0,0,2.0,2.0,0,136500,33,0,1728
880,880,60.0,7024,5,5,2005,0.0,3,3,5.0,4.0,1.0,5.0,980,1.0,0,110,4,0,1090,2,1,3,5,8,0,4.0,1.0,2005.0,2,450,3.0,3.0,0,0,0.0,0.0,0,157000,6,1,2180
881,881,44.0,13758,7,5,1990,117.0,4,4,4.0,3.0,2.0,2.0,902,1.0,0,254,5,0,1717,2,1,4,7,8,1,3.0,1.0,1990.0,2,400,3.0,3.0,168,0,0.0,0.0,0,187500,21,1,2873
882,882,69.0,9636,6,5,1992,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,808,4,0,1593,2,1,3,7,8,1,3.0,3.0,1993.0,2,389,3.0,3.0,342,0,3.0,3.0,0,178000,19,1,2401
883,883,60.0,6204,4,5,1912,0.0,4,3,3.0,2.0,1.0,1.0,0,1.0,0,795,3,481,2230,2,0,3,10,8,0,4.0,1.0,1997.0,1,440,3.0,4.0,0,0,0.0,0.0,0,118500,99,1,2544
884,884,65.0,7150,5,5,1967,60.0,3,3,3.0,3.0,1.0,4.0,432,1.0,0,460,3,0,892,1,0,3,5,8,0,4.0,1.0,1967.0,1,288,3.0,3.0,0,0,2.0,2.0,0,100000,44,0,1784
885,885,50.0,5119,9,5,1999,60.0,4,3,5.0,3.0,3.0,6.0,1238,1.0,0,460,5,0,1709,3,0,4,5,8,1,3.0,1.0,1999.0,2,506,3.0,3.0,97,0,0.0,0.0,0,328900,12,1,3407
886,886,70.0,8393,5,5,1959,122.0,3,3,3.0,3.0,1.0,2.0,528,1.0,0,1098,5,0,1712,2,0,3,8,8,0,4.0,1.0,2005.0,2,588,3.0,3.0,272,0,0.0,0.0,0,145000,52,1,3338
887,887,59.0,16466,5,7,1955,0.0,3,4,3.0,3.0,1.0,1.0,0,1.0,0,816,3,0,1393,1,1,3,8,8,0,4.0,1.0,1955.0,1,300,3.0,3.0,121,0,0.0,0.0,0,135500,56,1,2209
888,888,95.0,15865,8,6,1970,0.0,4,4,3.0,4.0,4.0,5.0,351,3.0,823,1043,5,0,2217,3,0,4,8,8,1,3.0,1.0,1970.0,2,621,3.0,3.0,81,0,0.0,0.0,0,268000,41,1,4434
889,889,128.0,12160,6,4,1953,90.0,3,3,3.0,3.0,1.0,4.0,1024,1.0,0,481,5,0,1505,2,0,3,6,8,1,3.0,1.0,1953.0,2,505,3.0,3.0,0,0,0.0,0.0,0,149500,58,1,3010
890,890,60.0,8064,5,7,1949,0.0,3,4,3.0,3.0,2.0,1.0,0,1.0,0,672,5,0,924,1,0,3,6,8,1,1.0,1.0,2003.0,2,576,3.0,3.0,0,0,3.0,3.0,2000,122900,62,0,1596
891,891,70.0,11184,6,5,1978,92.0,3,3,3.0,3.0,1.0,2.0,226,3.0,500,192,4,0,1683,2,1,3,7,8,1,3.0,1.0,1978.0,2,440,3.0,3.0,243,0,0.0,0.0,0,172500,33,0,2601
892,892,70.0,8414,6,8,1963,0.0,3,3,3.0,3.0,1.0,6.0,663,1.0,0,396,3,0,1068,1,1,3,6,8,0,4.0,1.0,1963.0,1,264,3.0,3.0,192,0,3.0,3.0,0,154500,48,0,2127
893,893,69.0,13284,5,5,1954,0.0,3,3,4.0,3.0,2.0,4.0,1064,1.0,0,319,3,0,1383,2,0,3,6,8,1,4.0,1.0,1954.0,1,354,3.0,3.0,511,0,4.0,4.0,0,165000,57,1,2766
894,894,64.0,7018,5,5,1979,0.0,3,3,4.0,3.0,1.0,4.0,0,1.0,0,0,3,0,1535,2,0,3,8,8,0,4.0,1.0,1979.0,2,400,3.0,3.0,0,0,0.0,0.0,0,118858,32,0,1535
895,895,71.0,7056,6,5,1963,415.0,3,3,3.0,3.0,1.0,4.0,400,1.0,0,380,3,0,1796,2,1,3,8,8,1,3.0,1.0,1963.0,2,483,3.0,3.0,0,0,0.0,0.0,0,140000,48,1,2576
896,896,50.0,8765,4,6,1936,0.0,3,3,3.0,3.0,1.0,5.0,285,1.0,0,666,5,0,951,1,0,3,6,8,0,4.0,1.0,1936.0,1,327,3.0,3.0,0,0,0.0,0.0,0,106500,75,1,1902
897,897,64.0,7018,5,5,1979,0.0,3,3,4.0,3.0,1.0,4.0,0,1.0,0,0,3,0,2240,2,0,3,12,8,0,4.0,1.0,1979.0,2,528,3.0,3.0,154,0,0.0,0.0,0,142953,32,0,2240
898,898,100.0,12919,9,5,2009,760.0,5,3,5.0,3.0,4.0,6.0,2188,1.0,0,142,5,0,2364,3,1,5,11,8,2,4.0,1.0,2009.0,3,820,3.0,3.0,0,0,0.0,0.0,0,611657,2,1,4694
899,899,65.0,6993,5,7,1961,0.0,3,3,3.0,3.0,1.0,4.0,465,1.0,0,447,3,0,1236,1,0,3,6,8,1,3.0,1.0,1961.0,1,288,3.0,3.0,0,0,0.0,0.0,0,135000,50,0,2148
900,900,69.0,7340,4,6,1971,0.0,3,3,3.0,3.0,1.0,5.0,322,1.0,0,536,3,0,858,1,0,3,4,8,0,4.0,1.0,1979.0,1,684,3.0,3.0,0,0,0.0,0.0,0,110000,40,0,1716
901,901,64.0,8712,5,7,1957,0.0,3,4,3.0,3.0,2.0,4.0,860,1.0,0,132,3,0,1306,2,0,3,5,8,0,4.0,1.0,1968.0,1,756,3.0,3.0,0,0,0.0,0.0,0,153000,54,0,2298
902,902,63.0,7875,7,5,2003,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,783,5,0,1509,2,1,4,8,8,1,4.0,1.0,2003.0,2,393,3.0,3.0,0,0,0.0,0.0,0,180000,8,1,2292
903,903,50.0,14859,7,5,2006,27.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1670,5,0,1670,2,0,4,7,8,1,4.0,1.0,2006.0,3,690,3.0,3.0,144,0,0.0,0.0,0,240000,5,1,3340
904,904,69.0,6173,5,6,1967,75.0,3,3,3.0,3.0,1.0,6.0,599,1.0,0,277,3,0,902,1,0,3,6,8,0,4.0,1.0,1967.0,1,288,3.0,3.0,0,0,3.0,3.0,0,125500,44,0,1778
905,905,80.0,9920,5,5,1954,110.0,3,3,3.0,3.0,1.0,3.0,354,2.0,290,412,3,0,1063,2,0,3,6,8,0,4.0,1.0,1954.0,1,280,3.0,3.0,0,0,3.0,3.0,0,128000,57,1,2119
906,906,116.0,13501,8,5,2006,208.0,4,3,4.0,3.0,1.0,6.0,63,1.0,0,1560,5,0,1636,3,0,4,8,8,1,4.0,1.0,2006.0,3,865,3.0,3.0,0,0,0.0,0.0,0,255000,5,1,3259
907,907,86.0,11500,7,7,1936,0.0,4,3,4.0,3.0,1.0,3.0,223,1.0,0,794,4,0,2057,1,1,4,6,8,1,4.0,1.0,1936.0,1,180,2.0,3.0,0,0,0.0,0.0,0,250000,75,1,3074
908,908,69.0,8885,5,5,1983,0.0,3,3,4.0,3.0,3.0,4.0,301,5.0,324,239,3,0,902,2,0,3,5,8,0,4.0,1.0,1983.0,2,484,3.0,3.0,164,0,3.0,3.0,0,131000,28,0,1766
909,909,149.0,12589,6,5,2005,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,742,5,0,1484,2,1,4,8,8,1,4.0,1.0,2005.0,2,390,3.0,3.0,36,0,0.0,0.0,0,174000,6,1,2226
910,910,80.0,11600,5,5,1960,361.0,3,3,3.0,3.0,1.0,3.0,443,1.0,0,662,3,0,2274,2,0,3,12,8,0,4.0,1.0,1960.0,2,480,3.0,3.0,0,0,0.0,0.0,0,154300,51,0,3379
911,911,69.0,9286,5,7,1977,0.0,3,3,4.0,4.0,3.0,5.0,196,1.0,0,1072,3,0,1268,1,1,4,5,8,0,4.0,1.0,1978.0,1,252,3.0,3.0,173,0,0.0,0.0,0,143500,34,0,2536
912,912,51.0,6120,5,7,1925,0.0,3,3,3.0,3.0,1.0,3.0,489,1.0,0,279,3,0,1015,1,0,3,6,7,0,4.0,1.0,1925.0,1,450,3.0,3.0,0,0,3.0,3.0,620,88000,86,1,1783
913,913,82.0,6270,5,6,1949,0.0,3,3,3.0,3.0,1.0,4.0,284,1.0,0,717,3,0,2002,2,0,3,8,8,0,4.0,6.0,1949.0,3,871,3.0,3.0,0,0,0.0,0.0,0,145000,62,0,3003
914,914,30.0,3000,6,5,2009,76.0,4,3,4.0,3.0,3.0,6.0,294,1.0,0,318,5,0,1224,2,1,4,4,8,0,4.0,1.0,2009.0,2,528,3.0,3.0,0,0,0.0,0.0,0,173733,2,1,1836
915,915,21.0,2001,4,5,1970,80.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,546,2,0,1092,1,1,3,6,8,0,4.0,1.0,1970.0,1,286,3.0,3.0,0,0,0.0,0.0,0,75000,41,0,1638
916,916,50.0,9000,2,3,1949,0.0,3,3,3.0,3.0,3.0,4.0,50,1.0,0,430,3,0,480,1,0,3,4,8,0,4.0,1.0,1958.0,1,308,3.0,3.0,0,0,0.0,0.0,0,35311,62,0,960
917,917,69.0,17140,4,6,1956,0.0,3,3,3.0,3.0,1.0,5.0,1059,1.0,0,75,5,0,1229,1,0,3,6,8,0,4.0,1.0,1956.0,1,284,3.0,3.0,0,0,0.0,0.0,0,135000,55,0,2363
918,918,103.0,13125,7,5,1991,0.0,4,3,5.0,3.0,2.0,4.0,48,6.0,634,422,5,0,2127,3,1,4,8,8,1,3.0,1.0,1991.0,3,833,3.0,3.0,72,0,4.0,4.0,0,238000,20,1,3231
919,919,87.0,11029,6,8,1958,0.0,5,3,4.0,3.0,1.0,5.0,528,4.0,411,245,5,0,1414,2,0,3,6,7,1,3.0,1.0,1990.0,2,601,3.0,3.0,0,0,0.0,0.0,0,176500,53,1,2598
920,920,70.0,8462,6,5,1994,105.0,4,4,4.0,4.0,1.0,6.0,814,1.0,0,114,5,0,1721,2,2,4,7,8,0,4.0,1.0,1994.0,2,471,3.0,3.0,300,0,0.0,0.0,0,201000,17,1,2649
921,921,67.0,8777,5,7,1900,0.0,3,3,3.0,3.0,1.0,5.0,1084,1.0,0,188,4,0,2200,4,2,3,9,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,4.0,4.0,0,145900,111,1,3472
922,922,65.0,10237,6,5,2005,0.0,4,3,4.0,3.0,1.0,6.0,28,1.0,0,1288,5,0,1316,2,0,4,6,8,1,4.0,1.0,2005.0,2,397,3.0,3.0,100,0,0.0,0.0,0,169990,6,1,2632
923,923,50.0,8012,6,5,1993,0.0,4,3,4.0,3.0,1.0,2.0,165,6.0,841,598,5,0,1617,3,0,4,5,8,1,2.0,1.0,1993.0,2,533,3.0,3.0,0,0,0.0,0.0,0,193000,18,1,3221
924,924,79.0,10240,6,6,1980,157.0,3,4,4.0,3.0,1.0,4.0,625,2.0,1061,0,3,0,1686,3,0,3,7,8,1,3.0,1.0,1980.0,2,612,3.0,3.0,384,0,0.0,0.0,0,207500,31,1,3372
925,925,69.0,15611,5,6,1977,0.0,3,3,4.0,3.0,3.0,5.0,767,2.0,93,266,3,0,1126,2,1,5,6,8,0,4.0,1.0,1977.0,2,540,3.0,3.0,180,0,0.0,0.0,0,175000,34,0,2252
926,926,93.0,11999,8,5,2003,340.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1181,5,0,2374,2,1,5,10,8,1,4.0,3.0,2003.0,3,656,3.0,3.0,104,0,0.0,0.0,0,285000,8,1,3555
927,927,69.0,9900,7,5,1968,342.0,3,3,3.0,3.0,1.0,4.0,552,1.0,0,280,4,0,1978,2,1,3,9,8,1,4.0,1.0,1968.0,2,486,3.0,3.0,0,0,4.0,4.0,0,176000,43,1,2810
928,928,69.0,11838,8,5,2001,0.0,4,3,4.0,3.0,3.0,1.0,0,1.0,0,1753,5,0,1788,2,0,5,7,8,1,3.0,1.0,2001.0,2,522,3.0,3.0,202,0,0.0,0.0,0,236500,10,1,3541
929,929,69.0,13006,7,5,1997,285.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,964,4,0,2236,2,1,4,8,8,1,3.0,3.0,1997.0,2,642,3.0,3.0,0,0,0.0,0.0,0,222000,14,0,3200
930,930,73.0,8925,8,5,2007,0.0,4,3,4.0,3.0,3.0,6.0,16,1.0,0,1450,5,0,1466,2,0,4,7,8,0,4.0,1.0,2007.0,3,610,3.0,3.0,100,0,0.0,0.0,0,201000,4,1,2932
931,931,70.0,9100,5,6,1965,0.0,3,3,3.0,3.0,1.0,4.0,338,3.0,466,121,5,0,925,1,1,3,5,8,0,4.0,1.0,1965.0,1,429,3.0,3.0,0,0,2.0,2.0,0,117500,46,0,1850
932,932,84.0,11670,9,5,2006,302.0,5,3,5.0,4.0,1.0,1.0,0,1.0,0,1905,5,0,1905,2,0,5,8,8,1,4.0,1.0,2006.0,3,788,3.0,3.0,0,0,0.0,0.0,0,320000,5,1,3810
933,933,63.0,8487,7,5,2004,210.0,4,3,4.0,3.0,3.0,6.0,20,1.0,0,1480,5,0,1500,2,0,4,6,8,0,4.0,1.0,2004.0,2,570,3.0,3.0,192,0,0.0,0.0,0,190000,7,1,3000
934,934,313.0,27650,7,7,1960,0.0,3,3,4.0,3.0,4.0,6.0,425,1.0,0,160,5,0,2069,3,0,4,9,8,1,4.0,1.0,1960.0,2,505,3.0,3.0,0,0,0.0,0.0,0,242000,51,0,2654
935,935,52.0,5825,4,5,1926,108.0,3,4,2.0,3.0,2.0,1.0,0,1.0,0,600,4,0,747,1,0,3,5,8,0,4.0,1.0,1953.0,2,528,3.0,3.0,0,0,0.0,0.0,0,79900,85,1,1347
936,936,67.0,10083,7,5,2003,0.0,4,3,4.0,3.0,1.0,6.0,833,1.0,0,343,5,0,1200,3,0,4,5,8,0,4.0,1.0,2003.0,2,555,3.0,3.0,0,0,0.0,0.0,0,184900,8,1,2376
937,937,75.0,9675,7,5,2005,0.0,4,3,4.0,3.0,2.0,6.0,341,1.0,0,772,5,0,1971,2,1,4,8,8,1,4.0,1.0,2005.0,2,689,3.0,3.0,0,0,0.0,0.0,0,253000,6,1,3084
938,938,73.0,8760,7,5,2006,0.0,4,3,4.0,4.0,2.0,6.0,464,1.0,0,927,5,0,1962,2,1,4,7,8,0,4.0,1.0,2006.0,3,868,3.0,3.0,0,0,0.0,0.0,0,239799,5,1,3353
939,939,69.0,24090,7,7,1940,0.0,3,4,3.0,3.0,2.0,1.0,0,1.0,0,1032,5,0,2403,2,0,3,10,8,2,3.0,1.0,1940.0,1,349,3.0,3.0,56,0,0.0,0.0,0,244400,71,1,3435
940,940,55.0,12640,6,5,1976,0.0,3,3,3.0,3.0,4.0,3.0,936,2.0,396,396,3,0,1728,2,0,3,8,8,0,4.0,1.0,1976.0,2,574,3.0,3.0,40,0,0.0,0.0,0,150900,35,0,3456
941,941,69.0,8755,7,5,1999,298.0,4,3,4.0,3.0,1.0,5.0,772,1.0,0,220,5,0,2060,3,1,4,8,8,1,3.0,3.0,1999.0,2,390,3.0,3.0,0,0,4.0,4.0,0,214000,12,1,3052
942,942,42.0,7711,4,3,1977,0.0,3,3,4.0,3.0,4.0,6.0,1440,1.0,0,0,3,0,1440,4,0,3,8,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,321,0,0.0,0.0,0,150000,34,0,2880
943,943,100.0,25000,5,4,1967,0.0,3,3,3.0,3.0,3.0,1.0,0,1.0,0,1632,3,0,1632,2,0,3,8,8,0,4.0,1.0,1967.0,2,576,3.0,3.0,0,0,0.0,0.0,0,143000,44,0,3264
944,944,69.0,14375,6,6,1958,541.0,3,3,3.0,3.0,1.0,6.0,111,3.0,354,354,4,0,1344,1,1,4,7,8,1,4.0,4.0,1958.0,2,525,3.0,3.0,0,0,0.0,0.0,0,137500,53,1,2163
945,945,98.0,8820,5,6,1890,0.0,3,3,3.0,3.0,1.0,2.0,1088,1.0,0,0,3,120,1869,1,0,3,7,8,0,4.0,1.0,1963.0,2,456,3.0,3.0,48,0,1.0,1.0,0,124900,121,1,2837
946,946,70.0,8163,5,6,1959,128.0,3,4,3.0,3.0,3.0,5.0,748,4.0,294,102,3,0,1144,2,0,3,6,8,1,3.0,1.0,1959.0,1,796,3.0,3.0,86,0,0.0,0.0,0,143000,52,0,2288
947,947,85.0,14536,8,5,2002,236.0,4,3,4.0,3.0,3.0,6.0,1300,1.0,0,316,5,0,1629,3,0,4,9,8,1,4.0,1.0,2002.0,3,808,3.0,3.0,0,0,0.0,0.0,0,270000,9,1,3245
948,948,65.0,14006,7,5,2002,144.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,936,5,0,1776,2,1,4,7,8,1,3.0,1.0,2002.0,2,474,3.0,3.0,144,0,0.0,0.0,0,192500,9,1,2712
949,949,78.0,9360,6,7,1972,0.0,3,3,3.0,3.0,1.0,5.0,982,1.0,0,179,3,0,1381,2,1,4,5,8,1,3.0,1.0,1972.0,2,676,3.0,3.0,0,0,0.0,0.0,0,197500,39,0,2542
950,950,60.0,7200,5,8,1950,0.0,3,3,3.0,3.0,1.0,5.0,398,4.0,149,317,4,0,864,2,0,4,5,8,0,4.0,1.0,1980.0,2,720,3.0,3.0,194,0,0.0,0.0,0,129000,61,0,1728
951,951,60.0,7800,5,5,1965,0.0,3,3,3.0,3.0,1.0,4.0,641,1.0,0,187,4,0,965,2,0,3,6,8,0,4.0,1.0,1979.0,1,300,3.0,3.0,421,0,3.0,3.0,0,119900,46,0,1793
952,952,60.0,7200,5,8,1972,0.0,3,4,4.0,3.0,3.0,6.0,660,1.0,0,108,4,0,768,1,1,3,5,8,0,4.0,1.0,1974.0,1,396,3.0,3.0,192,0,3.0,3.0,0,133900,39,0,1536
953,953,69.0,11075,5,4,1969,232.0,3,3,3.0,3.0,3.0,5.0,562,2.0,193,29,5,0,1968,2,2,3,7,6,1,1.0,1.0,1969.0,2,530,3.0,3.0,305,0,3.0,3.0,400,172000,42,1,2752
954,954,35.0,9400,6,5,1975,250.0,3,3,4.0,4.0,4.0,6.0,945,1.0,0,0,3,0,980,2,2,3,4,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,127500,36,0,1925
955,955,82.0,7136,6,6,1946,423.0,3,3,4.0,3.0,1.0,3.0,484,1.0,0,495,3,0,1958,2,0,3,8,8,0,4.0,1.0,1946.0,2,492,3.0,3.0,0,0,0.0,0.0,0,145000,65,0,2937
956,956,24.0,1300,6,6,1980,0.0,3,3,4.0,3.0,1.0,5.0,285,1.0,0,276,3,0,1229,1,1,3,5,8,1,3.0,1.0,1980.0,2,462,3.0,3.0,150,0,4.0,4.0,0,124000,31,0,1790
957,957,70.0,7420,5,5,1962,0.0,3,3,3.0,3.0,1.0,3.0,417,1.0,0,640,3,0,1057,1,0,3,6,8,0,4.0,1.0,1977.0,2,576,3.0,3.0,0,0,0.0,0.0,0,132000,49,0,2114
958,958,65.0,8450,7,5,2003,0.0,4,3,4.0,3.0,2.0,6.0,699,1.0,0,638,5,0,1337,3,0,4,6,8,0,4.0,1.0,2003.0,2,531,3.0,3.0,0,0,0.0,0.0,0,185000,8,1,2674
959,959,24.0,2572,7,5,1999,0.0,4,3,4.0,3.0,1.0,5.0,604,1.0,0,92,5,0,1416,3,1,4,6,8,0,4.0,1.0,1999.0,2,484,3.0,3.0,0,0,0.0,0.0,0,155000,12,1,2112
960,960,50.0,7207,5,7,1958,0.0,3,4,3.0,3.0,4.0,4.0,696,1.0,0,162,4,0,858,2,0,3,4,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,117,0,0.0,0.0,0,116500,53,0,1716
961,961,69.0,12227,6,7,1977,424.0,3,4,4.0,4.0,1.0,5.0,896,1.0,0,434,3,0,2872,3,1,3,11,8,1,3.0,1.0,1977.0,2,619,3.0,3.0,550,0,0.0,0.0,0,272000,34,1,4202
962,962,24.0,2308,6,6,1976,0.0,3,3,4.0,3.0,1.0,5.0,556,1.0,0,248,3,0,1548,3,1,4,7,8,1,3.0,1.0,1976.0,2,440,3.0,3.0,48,0,0.0,0.0,0,155000,35,0,2352
963,963,122.0,11923,9,5,2007,0.0,4,3,5.0,3.0,1.0,1.0,0,1.0,0,1800,5,0,1800,2,0,5,7,8,0,4.0,1.0,2007.0,2,702,3.0,3.0,288,0,0.0,0.0,0,239000,4,1,3600
964,964,80.0,11316,7,5,2002,44.0,4,3,4.0,3.0,1.0,6.0,624,1.0,0,193,5,0,1894,3,1,4,8,8,1,4.0,3.0,2002.0,2,510,3.0,3.0,0,0,0.0,0.0,0,214900,9,1,2711
965,965,65.0,10237,6,5,2005,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,783,5,0,1484,2,1,4,8,8,1,4.0,1.0,2005.0,2,393,3.0,3.0,0,0,0.0,0.0,0,178900,6,1,2267
966,966,130.0,9600,5,7,1940,0.0,4,4,3.0,2.0,1.0,3.0,428,1.0,0,300,5,0,1308,2,1,3,7,6,2,3.0,1.0,1940.0,1,256,3.0,3.0,0,0,0.0,0.0,0,160000,71,1,2036
967,967,69.0,7390,5,7,1955,151.0,3,3,3.0,3.0,1.0,5.0,902,1.0,0,196,3,0,1098,2,0,3,6,8,0,4.0,1.0,1955.0,1,260,3.0,3.0,0,0,0.0,0.0,0,135000,56,0,2196
968,968,50.0,5925,3,6,1910,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,600,2,0,968,1,0,3,6,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,2.0,2.0,0,37900,101,0,1568
969,969,75.0,10382,6,5,1958,105.0,3,2,3.0,3.0,4.0,5.0,513,1.0,0,75,3,0,1095,2,0,3,6,8,0,4.0,1.0,1958.0,1,264,3.0,3.0,0,0,0.0,0.0,0,140000,53,0,1683
970,970,60.0,10800,4,4,1949,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,720,3,0,1192,1,1,3,6,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,135000,62,0,1912
971,971,36.0,2268,7,5,2003,106.0,4,3,4.0,3.0,1.0,6.0,567,1.0,0,197,5,0,1626,2,0,4,6,8,0,4.0,3.0,2003.0,2,474,3.0,3.0,0,0,0.0,0.0,0,173000,8,1,2390
972,972,55.0,7892,6,5,1979,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,918,3,0,918,2,0,3,5,8,1,3.0,1.0,1979.0,1,264,3.0,3.0,28,0,0.0,0.0,0,99500,32,0,1836
973,973,95.0,11639,7,5,2007,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1428,5,0,1428,2,0,4,6,8,0,4.0,1.0,2007.0,2,480,3.0,3.0,0,0,0.0,0.0,0,182000,4,1,2856
974,974,60.0,11414,7,8,1910,0.0,3,4,4.0,3.0,1.0,1.0,0,1.0,0,728,3,0,2019,1,0,4,8,8,0,4.0,1.0,1997.0,2,532,3.0,3.0,509,0,4.0,4.0,0,167500,101,1,2747
975,975,69.0,2651,7,5,2000,0.0,4,3,4.0,3.0,1.0,6.0,641,1.0,0,32,5,0,1382,3,1,4,6,8,0,4.0,1.0,2000.0,2,490,3.0,3.0,153,0,0.0,0.0,0,165000,11,1,2055
976,976,51.0,5900,4,7,1923,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,440,3,0,869,1,0,2,4,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,85500,88,0,1309
977,977,35.0,4274,7,5,2006,0.0,4,3,4.0,3.0,1.0,6.0,1106,1.0,0,135,5,0,1241,2,1,4,4,8,0,4.0,1.0,2007.0,2,569,3.0,3.0,0,0,0.0,0.0,0,199900,5,1,2482
978,978,68.0,9450,4,5,1954,0.0,3,3,3.0,3.0,1.0,2.0,552,1.0,0,342,5,0,894,1,0,3,5,8,0,4.0,1.0,1999.0,2,400,3.0,3.0,0,0,0.0,0.0,0,110000,57,0,1788
979,979,80.0,8816,5,6,1963,0.0,3,3,3.0,3.0,1.0,3.0,651,1.0,0,470,3,0,1121,2,0,3,5,8,0,4.0,1.0,1963.0,2,480,3.0,3.0,0,0,3.0,3.0,0,139000,48,1,2242
980,980,69.0,12122,7,9,1961,210.0,5,3,3.0,3.0,3.0,5.0,867,1.0,0,77,4,0,999,2,0,5,6,8,0,4.0,1.0,1961.0,2,588,3.0,3.0,144,0,0.0,0.0,0,178400,50,1,1943
981,981,98.0,12203,8,5,1998,975.0,4,3,4.0,3.0,1.0,6.0,854,1.0,0,371,5,0,2612,3,1,4,8,8,1,3.0,1.0,1998.0,3,676,3.0,3.0,250,0,0.0,0.0,0,336000,13,0,3837
982,982,43.0,3182,7,5,2007,16.0,4,3,4.0,3.0,3.0,1.0,0,1.0,0,1266,5,0,1266,2,0,4,6,8,1,4.0,1.0,2007.0,2,388,3.0,3.0,100,0,0.0,0.0,0,159895,4,1,2532
983,983,69.0,11250,8,5,2002,0.0,4,3,4.0,3.0,2.0,1.0,0,1.0,0,1128,5,0,2290,2,1,4,9,8,1,4.0,1.0,2002.0,2,779,3.0,3.0,0,0,0.0,0.0,0,255900,9,0,3418
984,984,75.0,10125,5,5,1977,0.0,3,3,4.0,3.0,1.0,4.0,0,1.0,0,0,3,0,1734,2,0,4,8,8,0,4.0,1.0,1977.0,2,539,3.0,3.0,0,0,0.0,0.0,0,126000,34,0,1734
985,985,68.0,10880,5,5,1950,0.0,3,3,3.0,3.0,1.0,5.0,1040,1.0,0,124,3,0,1164,2,0,3,5,8,0,4.0,1.0,1950.0,1,240,3.0,3.0,0,0,0.0,0.0,0,125000,61,1,2328
