,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,Income_Above_or_Below_50K
27203,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,0
27204,30,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
27205,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,46,0
27206,22,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,40,0
27207,38,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,0
27208,54,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,0
27209,23,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,0
27210,46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,0
27211,59,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
27214,41,Local-gov,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,40,0
27215,42,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,48,0
27216,58,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
27217,24,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,0
27218,39,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,1
27219,28,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,35,0
27220,25,Private,Masters,14,Never-married,Sales,Not-in-family,White,Male,55,0
27221,29,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,54,0
27222,53,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27223,63,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
27224,26,State-gov,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,38,0
27225,21,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,0
27226,45,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
27227,29,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,40,0
27228,72,Local-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
27229,51,Private,10th,6,Married-spouse-absent,Craft-repair,Other-relative,White,Male,40,0
27230,21,Private,9th,5,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,40,0
27231,38,Private,Some-college,10,Divorced,Sales,Unmarried,Black,Female,40,0
27232,38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,1
27233,46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,41,0
27234,31,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,60,1
27235,68,Local-gov,10th,6,Separated,Other-service,Not-in-family,Black,Female,90,0
27237,21,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,40,0
27238,44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0
27239,56,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
27241,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
27242,21,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,25,0
27243,21,Private,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Female,40,1
27244,52,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27245,56,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,1
27246,52,Private,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,20,1
27247,51,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,0
27248,29,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,40,0
27249,36,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,55,0
27250,29,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,0
27251,21,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,30,0
27252,58,Private,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0
27253,37,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0
27254,50,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Female,45,0
27255,30,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,0
27256,29,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,30,0
27257,48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27258,50,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0
27259,39,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,25,1
27260,35,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,0
27261,54,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,25,1
27262,24,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,25,0
27263,20,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,45,0
27264,30,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,55,1
27265,19,Self-emp-not-inc,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,30,0
27266,26,Private,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,40,0
27267,38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,99,1
27268,25,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,0
27269,33,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,50,0
27270,60,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
27271,30,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
27272,30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
27273,19,Private,7th-8th,4,Never-married,Other-service,Not-in-family,White,Female,40,0
27274,23,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,0
27275,27,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
27277,39,State-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,52,0
27278,33,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,0
27279,65,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,24,0
27280,34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
27281,20,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,25,0
27283,25,Private,10th,6,Never-married,Craft-repair,Own-child,White,Male,40,0
27284,28,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,1
27285,31,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,25,0
27286,28,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,40,0
27287,37,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,0
27288,52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
27289,66,Federal-gov,Assoc-voc,11,Widowed,Other-service,Unmarried,Black,Female,40,0
27290,31,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,0
27291,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
27292,45,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,0
27293,45,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Male,40,0
27294,44,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,60,0
27295,32,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,40,0
27296,35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,1
27297,53,Private,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,40,0
27298,54,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
27299,43,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27300,30,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,40,0
27301,49,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,0
27302,52,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,57,1
27303,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,4,0
27304,60,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
27305,45,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Own-child,White,Male,40,0
27306,48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
27307,28,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,1
27309,48,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
27310,32,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,45,0
27311,27,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,30,0
27312,38,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,35,0
27313,33,Private,5th-6th,3,Married-spouse-absent,Transport-moving,Unmarried,Other,Male,20,0
27314,43,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,50,1
27315,36,Private,HS-grad,9,Separated,Transport-moving,Other-relative,White,Male,60,0
27316,38,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
27317,24,Local-gov,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,40,0
27318,22,Private,10th,6,Never-married,Craft-repair,Own-child,White,Male,40,0
27319,30,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,40,0
27321,46,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
27322,39,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,50,0
27323,50,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
27324,34,Private,Assoc-voc,11,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,0
27325,47,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
27326,46,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,0
27328,43,Private,Some-college,10,Divorced,Tech-support,Own-child,White,Female,72,0
27329,45,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,40,0
27330,55,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Other-relative,White,Male,40,0
27331,68,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,8,0
27332,39,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
27333,39,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Female,40,0
27334,37,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,40,0
27335,19,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,40,0
27336,20,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,20,0
27338,33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27339,21,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,35,0
27341,58,Local-gov,Masters,14,Widowed,Prof-specialty,Unmarried,White,Male,35,1
27342,43,Self-emp-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,55,0
27343,62,Private,11th,7,Separated,Other-service,Not-in-family,Black,Female,21,0
27344,21,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,20,0
27345,26,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,0
27346,27,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27347,34,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,1
27348,49,Local-gov,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,0
27349,28,Private,HS-grad,9,Never-married,Prof-specialty,Other-relative,White,Female,40,0
27350,34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,48,1
27351,29,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
27352,58,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1
27353,45,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,0
27354,47,Self-emp-not-inc,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,40,0
27355,53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
27356,52,Local-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27357,47,Private,11th,7,Divorced,Other-service,Unmarried,White,Female,15,0
27358,36,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
27359,48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,1
27360,35,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
27361,49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
27362,43,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,0
27363,33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
27364,49,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
27365,17,Private,10th,6,Never-married,Other-service,Not-in-family,White,Male,20,0
27367,25,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,40,0
27369,41,Self-emp-not-inc,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,60,0
27370,31,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
27371,57,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,40,1
27372,49,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,1
27373,40,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
27374,55,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
27375,47,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,60,0
27376,50,Private,12th,8,Divorced,Transport-moving,Not-in-family,White,Male,40,0
27377,36,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,50,0
27378,17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,25,0
27379,30,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1
27381,42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
27382,67,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,0
27383,36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,1
27384,35,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
27385,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
27386,21,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
27387,46,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
27388,45,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,1
27389,20,Private,11th,7,Never-married,Tech-support,Other-relative,White,Male,40,0
27390,17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,20,0
27391,40,Private,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,50,1
27392,28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
27393,33,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,40,0
27394,55,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,40,0
27395,55,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
27396,47,Private,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Female,40,0
27397,52,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
27398,29,Private,Some-college,10,Never-married,Sales,Unmarried,White,Female,40,0
27399,36,Private,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,35,0
27400,37,Private,Bachelors,13,Separated,Other-service,Not-in-family,White,Male,70,0
27401,41,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
27402,43,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,1
27403,24,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,0
27404,39,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,60,0
27405,47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0
27406,42,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,45,0
27407,39,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,42,1
27408,48,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,60,0
27409,47,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,1
27410,27,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
27411,29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27412,22,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,30,0
27413,37,State-gov,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,44,0
27414,38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,0
27415,32,Private,Preschool,1,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,0
27416,48,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,80,0
27417,46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,0
27418,51,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,38,0
27419,28,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,0
27420,35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
27421,18,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,30,0
27422,45,Private,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Female,40,0
27423,36,Self-emp-not-inc,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,40,0
27424,73,Private,Some-college,10,Widowed,Priv-house-serv,Unmarried,White,Female,10,0
27425,52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
27426,17,Private,10th,6,Never-married,Other-service,Own-child,White,Female,40,0
27427,29,Federal-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
